symbol,ensembl
VWDE,ENSG00000146530
VWF,ENSG00000110799
WAKMAR2,ENSG00000237499
WARS1,ENSG00000140105
WARS2,ENSG00000116874
WARS2-AS1,ENSG00000231365
WASF1,ENSG00000112290
WBP1,ENSG00000239779
WBP2NL,ENSG00000183066
WDFY3,ENSG00000163625
WDFY4,ENSG00000128815
WDHD1,ENSG00000198554
WDPCP,ENSG00000143951
WDR11-DT,ENSG00000227165
WDR17,ENSG00000150627
WDR19,ENSG00000157796
WDR25,ENSG00000176473
WDR27,ENSG00000184465
WDR3,ENSG00000065183
WDR31,ENSG00000148225
WDR35,ENSG00000118965
WDR49,ENSG00000174776
WDR54,ENSG00000005448
WDR5B-DT,ENSG00000272758
WDR64,ENSG00000162843
WDR73,ENSG00000177082
WDR83OS,ENSG00000105583
WDSUB1,ENSG00000196151
WEE2-AS1,ENSG00000228775
WFDC2,ENSG00000101443
WFDC21P,ENSG00000261040
WHRN,ENSG00000095397
WNK3,ENSG00000196632
WNT5B,ENSG00000111186
WNT7A,ENSG00000154764
WWC1,ENSG00000113645
WWOX,ENSG00000186153
WWTR1,ENSG00000018408
XACT,ENSG00000241743
XCL1,ENSG00000143184
XCL2,ENSG00000143185
XCR1,ENSG00000173578
XG,ENSG00000124343
XIST,ENSG00000229807
XKR4,ENSG00000206579
XKR6,ENSG00000284927
XKR9,ENSG00000221947
XNDC1N-ZNF705EP-ALG1L9P,ENSG00000289716
XYLB,ENSG00000093217
XYLT1,ENSG00000103489
YES1,ENSG00000176105
YPEL1,ENSG00000100027
YPEL3,ENSG00000090238
YPEL4,ENSG00000166793
YTHDF2,ENSG00000198492
ZBP1,ENSG00000124256
ZBTB16,ENSG00000109906
ZBTB2,ENSG00000181472
ZBTB20-AS1,ENSG00000241560
ZBTB20-AS5,ENSG00000242290
ZBTB44-DT,ENSG00000175773
ZC2HC1A,ENSG00000104427
ZC2HC1B,ENSG00000118491
ZC3H12B,ENSG00000102053
ZC3H12C,ENSG00000149289
ZC4H2,ENSG00000126970
ZCCHC14,ENSG00000140948
ZCCHC18,ENSG00000166707
ZCCHC24,ENSG00000165424
ZCCHC7,ENSG00000147905
ZCWPW1,ENSG00000078487
ZCWPW2,ENSG00000206559
ZDBF2,ENSG00000204186
ZDHHC14,ENSG00000175048
ZDHHC15,ENSG00000102383
ZEB1,ENSG00000148516
ZEB1-AS1,ENSG00000237036
ZEB2,ENSG00000169554
ZFAND2B,ENSG00000158552
ZFAS1,ENSG00000177410
ZFAT,ENSG00000066827
ZFHX3,ENSG00000140836
ZFHX3-AS1,ENSG00000259768
ZFP2,ENSG00000198939
ZFP30,ENSG00000120784
ZFP37,ENSG00000136866
ZFP64,ENSG00000020256
ZFP82,ENSG00000181007
ZFPM2,ENSG00000169946
ZFY,ENSG00000067646
ZFY-AS1,ENSG00000233070
ZFYVE28,ENSG00000159733
ZFYVE9,ENSG00000157077
ZHX3,ENSG00000174306
ZKSCAN7-AS1,ENSG00000236869
ZMAT4,ENSG00000165061
ZMIZ1,ENSG00000108175
ZMIZ1-AS1,ENSG00000224596
ZNF10,ENSG00000256223
ZNF133,ENSG00000125846
ZNF135,ENSG00000176293
ZNF155,ENSG00000204920
ZNF157,ENSG00000147117
ZNF16,ENSG00000170631
ZNF19,ENSG00000157429
ZNF200,ENSG00000010539
ZNF208,ENSG00000160321
ZNF215,ENSG00000149054
ZNF229,ENSG00000278318
ZNF232-AS1,ENSG00000234327
ZNF235,ENSG00000159917
ZNF248,ENSG00000198105
ZNF252P,ENSG00000196922
ZNF257,ENSG00000197134
ZNF271P,ENSG00000293516
ZNF287,ENSG00000141040
ZNF30,ENSG00000168661
ZNF318,ENSG00000171467
ZNF324,ENSG00000083812
ZNF329,ENSG00000181894
ZNF337-AS1,ENSG00000213742
ZNF345,ENSG00000251247
ZNF347,ENSG00000197937
ZNF354A,ENSG00000169131
ZNF354C,ENSG00000177932
ZNF358,ENSG00000198816
ZNF365,ENSG00000138311
ZNF366,ENSG00000178175
ZNF367,ENSG00000165244
ZNF382,ENSG00000161298
ZNF385D,ENSG00000151789
ZNF404,ENSG00000176222
ZNF415,ENSG00000170954
ZNF425,ENSG00000204947
ZNF428,ENSG00000131116
ZNF429,ENSG00000197013
ZNF438,ENSG00000183621
ZNF439,ENSG00000171291
ZNF441,ENSG00000197044
ZNF45,ENSG00000124459
ZNF45-AS1,ENSG00000267191
ZNF461,ENSG00000197808
ZNF462,ENSG00000148143
ZNF470-DT,ENSG00000269696
ZNF471,ENSG00000196263
ZNF483,ENSG00000173258
ZNF487,ENSG00000243660
ZNF497,ENSG00000174586
ZNF500,ENSG00000103199
ZNF519,ENSG00000175322
ZNF521,ENSG00000198795
ZNF528-AS1,ENSG00000269834
ZNF529-AS1,ENSG00000233527
ZNF532,ENSG00000074657
ZNF540,ENSG00000171817
ZNF541,ENSG00000118156
ZNF549,ENSG00000121406
ZNF551,ENSG00000204519
ZNF561-AS1,ENSG00000267106
ZNF563,ENSG00000188868
ZNF566,ENSG00000186017
ZNF568,ENSG00000198453
ZNF569,ENSG00000196437
ZNF570,ENSG00000171827
ZNF571,ENSG00000180479
ZNF578,ENSG00000258405
ZNF583,ENSG00000198440
ZNF585A,ENSG00000196967
ZNF594,ENSG00000180626
ZNF594-DT,ENSG00000261879
ZNF595,ENSG00000272602
ZNF600,ENSG00000189190
ZNF605,ENSG00000196458
ZNF608,ENSG00000168916
ZNF618,ENSG00000157657
ZNF626,ENSG00000188171
ZNF630,ENSG00000221994
ZNF665,ENSG00000197497
ZNF667,ENSG00000198046
ZNF667-AS1,ENSG00000166770
ZNF670,ENSG00000277462
ZNF683,ENSG00000176083
ZNF69,ENSG00000198429
ZNF699,ENSG00000196110
ZNF704,ENSG00000164684
ZNF710,ENSG00000140548
ZNF713,ENSG00000178665
ZNF727,ENSG00000214652
ZNF737,ENSG00000237440
ZNF763,ENSG00000197054
ZNF777,ENSG00000196453
ZNF786,ENSG00000197362
ZNF790,ENSG00000197863
ZNF790-AS1,ENSG00000267254
ZNF793,ENSG00000188227
ZNF80,ENSG00000174255
ZNF804A,ENSG00000170396
ZNF804B,ENSG00000182348
ZNF815P,ENSG00000235944
ZNF821,ENSG00000102984
ZNF827,ENSG00000151612
ZNF829,ENSG00000185869
ZNF831,ENSG00000124203
ZNF835,ENSG00000127903
ZNF853,ENSG00000236609
ZNF860,ENSG00000197385
ZNF876P,ENSG00000198155
ZNRF1,ENSG00000186187
ZNRF2P2,ENSG00000225264
ZNRF3,ENSG00000183579
ZPLD1,ENSG00000170044
ZRANB2-DT,ENSG00000229956
ZRANB3,ENSG00000121988
ZSCAN16-AS1,ENSG00000269293
ZSCAN18,ENSG00000121413
ZSCAN30,ENSG00000186814
ZSCAN5A,ENSG00000131848
ZSWIM3,ENSG00000132801
ZSWIM5,ENSG00000162415
ZSWIM7,ENSG00000214941
